%
% Convert TDMS to ASCII v1.2 
% File created on 10-4-2026 16:22:06
%
% For Matlab use: 
Input=dlmread('01 1 s700 healthy.dat','\t',[8 0 32817 5])

Time     	ch 0     	ch 1     	ch 2     	ch 3     	ch 4     	
0.0318750000	-0.0830252000	-1.0179729000	1.0106431000	1.0518619000	0.0368695615
0.0320312500	-0.2427287000	-0.5388309000	-0.6822882000	0.4130219000	0.0689404449
0.0321875000	-0.3066101000	0.0361395000	0.1801485000	-0.3855281000	0.1000726682
0.0323437500	-0.6260171000	-1.4012865000	-0.8100566000	-0.5132961000	0.0509494615
0.0325000000	-0.1149659000	-1.3374009000	0.5634537000	-0.8966001000	0.0871921671
0.0326562500	-0.7218392000	-0.2513457000	-1.7683196000	-0.8327161000	0.0815602071
0.0328125000	-0.0830252000	-0.3152313000	-0.6184040000	-0.0980501000	0.0384339949
0.0329687500	-0.6579578000	-1.9123713000	-0.1073304000	-1.3437881000	0.0494371760
0.0331250000	-0.4343729000	0.3875103000	-1.0336513000	-0.3855281000	0.0723821982
0.0332812500	-0.0830252000	1.1221947000	0.5634537000	0.5088479000	0.1103457804
0.0334375000	-0.5621357000	0.0361395000	0.8828747000	0.0936019000	0.0845847782
0.0335937500	-0.2427287000	-0.1555173000	0.2759748000	-0.5771801000	0.0544433626
0.0337500000	-0.4663136000	-0.4110597000	-0.1392725000	0.0936019000	0.0567900126
0.0339062500	0.6516109000	-3.3178545000	-1.1294776000	-0.7688321000	0.0666980904
0.0340625000	-0.0510845000	-2.9984265000	2.5758060000	0.4130219000	0.0938149349
0.0342187500	0.1405597000	-2.3276277000	-1.7683196000	-0.7368901000	0.0271700749
0.0343750000	0.3960853000	-0.1555173000	3.3424164000	1.2435139000	-0.0115235762
0.0345312500	-0.5621357000	0.4833387000	0.4676274000	-0.1938761000	-0.0069345718
0.0346875000	-0.7857206000	3.2304195000	0.5953958000	0.2533119000	0.0054765993
0.0348437500	-0.4982543000	-0.0916317000	2.1605587000	-0.6410641000	0.0070410326
0.0350000000	-1.4245346000	-2.0081997000	2.3202692000	-0.9924261000	0.0152282338
0.0351562500	1.1626621000	-0.2194029000	1.6814272000	0.1255439000	0.0466211960
0.0353125000	-1.0093055000	-2.6470557000	0.8828747000	-2.5575841000	0.0173141449
0.0354687500	1.1307214000	-2.3915133000	1.3620062000	0.8602099000	-0.0319655051
0.0356250000	-0.9454241000	-1.2096297000	-0.4267514000	-1.2799041000	-0.0244040774
0.0357812500	-0.6260171000	1.4735655000	1.2022957000	0.8921519000	0.0161147460
0.0359375000	-1.2967718000	-0.6027165000	1.1064694000	-0.6410641000	0.1103457804
